proper names,WGSN-id,Designation,HIP,Bayer ID,Simbad spelling,Constellation,Origin,Ethnic-Cultural_Group_or_Language,Reference,Date of Adoption 
Rastaban,6555,HR 6536,85670,? Dra,Rastaban,Dra,"Applied with various spellings since medieval times, from the name for the Arabic Almagest period ra's al-tinnin, ""the Serpent's Head,"" for ? Dra. Transferred to ? Dra in recent times (originally Ptolemy had ? Dra on the ""head,"" and ? more specifically on the ""eye"").",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Ruchbah,440,HR 403,6686,? Cas,Ruchbah,Cas,"Applied in recent times from an abbreviation of its name for the Arabic Almagest period rukbat dhat al-kursiy, ""the Knee of the Lady of the Chair.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Sabik,6415,HR 6378,84012,? Oph,Sabik,Oph,"Applied in recent times from its pre-Islamic Arabian name al-sabiq, of uncertain meaning or connection. The name might mean literally ""the Preceding One"" or ""the One Arriving First in a Race"". Other sources give the name in the dualis form (for the two stars ? and ? Oph), and in the plural form (for more than two stars).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Sadachbia,8503,HR 8518,110395,? Aqr,Sadachbia,Aqr,"Applied in recent times from the Arabic lunar mansion name sa(d al-akhbiya, for ?, ?, ? and ? Aqr. A possible meaning for the name is ""the Lucky (Stars) of the Tents"", but the exact historical connections are unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Sadalbari,8662,HR 8684,112748,? Peg,Sadalbari,Peg,"Applied in recent times from the pre-Islamic Arabian name sa'd al-bari', for ? and ? Peg. A possible meaning for the name is ""the Lucky (Stars) of the Excelling One,"" but the exact historical connections are unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Sadalmelik,8399,HR 8414,109074,? Aqr,Sadalmelik,Aqr,"Applied in recent times from the Arabic name sa(d al-malik, for ? and ? Aqr. A possible meaning for the name is ""the Lucky (Stars) of the King"", but the exact historical connections are unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Sadalsuud,8207,HR 8232,106278,? Aqr,Sadalsuud,Aqr,"Applied in recent times from the Arabic lunar mansion name sa(d al-su(ud, for ? and ? Aqr, and 46 Cap. A possible meaning for the name is ""the Luckiest of the Lucky (Stars)"", but the exact historical connections are unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Sadr,7778,HR 7796,100453,? Cyg,Sadr,Cyg,"""Breast"" in Arabic",Arabic,,8/21/2016
Sargas,6606,HR 6553,86228,? Sco,Sargas,Sco,"MUL.SHAR.GAZ, ""mul"" is the Sumerian designator for stars and constellations, ""Shargaz"" and ""Sharur"" are two weapons of Marduk (the city god of Babylon and highest god of the Babylonian pantheon after 1250 BCE). The line I ii 31-32 in MUL.APIN read: ""Two stars which stand in the sting of the Scorpion: Sharur and Shargaz"", so these star names have originally been given to the stars lambda and upsilon Sco. The Mesopotamian name ""Sargas"" was linked to the star Theta Sco by Robert Brown Jr. (1893; ""Euphratean Stellar Researches Part II."") and its subsequent mention in R. H. Allen's (1899) ""Star-names and Their Meanings"" popularized its subsequent use.",Sumerian,"MUL.APIN I ii 31-32 (Hunger+Steele (2019)), Horowitz, W. (2018) ‘Communication and miscommunication in the southern sky’, in Registers and Modes of Communication in the Ancient Near East. 1st edn. Routledge, pp. 69–84.",8/21/2016
Schedar,206,HR 168,3179,? Cas,Schedar,Cas,"Applied with various spellings since medieval times, from the Arabic word al-sadr, ""the breast,"" used in the Arabic Almagest in describing this star.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Seginus,5421,HR 5435,71075,? Boo,Seginus,Boo,"The formation of this name begins with the Greek constellation name ?????? (Boötes), which was transliterated and then corrupted in the manuscripts of the Arabic Almagest. One of these corruptions, in turn, was transliterated into Latin as theguius, which became further corrupted into cheguius, ceginus, etc. One form, Ceginus, was applied as a star name by late medieval times, and ""Seginus"" is its recent spelling.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Sheliak,7118,HR 7106,92420,? Lyr,Sheliak,Lyr,"Applied in recent times from the Arabic constellation name al-salbaq, ""the Harp,"" for Lyra. salbaq was a Greek loanword in Arabia, and was one of three names of musical instruments used by the Arabics for Lyra. Still other names were alsulalfat, and al-lura.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Skat,8689,HR 8709,113136,? Aqr,Skat,Aqr,"Applied with various spellings since medieval times, from the Arabic word al-saq, ""the shin"", used in the Arabic Almagest in describing this star.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Suhail,3595,HR 3634,44816,? Vel,Suhail,Vel,"Applied in recent times and representing an abbreviation of any of several composite pre-Islamic Arabian names (for example suhail al-wazn, suhail al-muhlif) that Arabic authors variously attributed to brighter stars in the region of suhail. A Vel was among these brighter stars. Some of the composite names may have been authentic pre-Islamic Arabian names for far-southern stars, with their true identities unknown to the more northern Arabs, while others of them were surely the creations of pre-Islamic Arabian poets.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Sulafat,7197,HR 7178,93194,? Lyr,Sulafat,Lyr,"Applied in recent times from the Arabic constellation name al-sulabfat, ""the Tortoise,"" for Lyra, corresponding to the Greek image of a tortoise shell for the Lyre's soundboard.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Tarazed,7523,HR 7525,97278,? Aql,Tarazed,Aql,"Applied in recent times (with a misreading) from abbreviating the Persian asterism name shanin-i tarazu, ""the Scale Beam"", for ?, ? and ? Aql. The Persian name, in turn, was a medieval translation of these stars' Arabic name al-mizan, ""the Balance"".",Persian,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Taygeta,1186,HR 1145,17531,19 Tau,Taygeta,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Unukalhai,5865,HR 5854,77070,? Ser,Unukalhai,Ser,"Applied in recent times from its name for the Arabic Almagest period 'unuq al-hayya, ""the Serpent's Neck.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Wasat,2772,HR 2777,35550,? Gem,Wasat,Gem,"From the Arabic word wasat, ""middle,"" used by a Arabic commentator who was speculating on the meaning of the pre-Islamic Arabian constellation name al-jauza'. Reference was made to al-jauza's being in the ""middle"" (wasat) of the sky (perhaps meaning the celestial equator). The reference was intended to apply to the pre-Islamic Arabian figure located in today's Orion, however it was under the constellation which is today Gemini that the reference appeared (note the confusion between Orion and Gemini mentioned under ? Ori). Therefore, after  transliteration into Latin, it was in Gemini (to ?) that the word ""Wasat"" was arbitrarily applied as a star name in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Yildun,6573,HR 6789,85822,? UMi,Yildun,UMi,"From the Turkish word yildiz, ""star."" In Early Modern times this common noun was erroneously said to be a Turkish name for the Pole Star (? UMi). Misspelled as ""Yildun,"" the word was arbitrarily applied as a star name to ? UMi in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Zavijava,4543,HR 4540,57757,? Vir,Zavijava,Vir,"From a contraction of the pre-Islamic Arabian name zawiyat al-'awwa', ""the Angle of al-'awwa',"" for ? Vir. Wrongly transferred to ? Vir in recent times. The stars ?, ?, ?, and ? Vir marked the pre-Islamic Arabian lunar mansion al-'awwa' (with ? in its ""angle""), but the meaning of al-'awwa' is unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Zubenelgenubi,5530,HR 5531,72622,?2 Lib,Zubenelgenubi,Lib,"Applied in Early Modern times from its name for the Arabic Almagest period al-zubana al-janubi, the Southern Claw ( of the Scorpion)."" The stars of Libra were interpreted by the Baby!onians as ""the Claws of Scorpius"" (thus forming a much larger Scorpion), and alternatively (perhaps in a more recent stage) they were made an independent constellation, ""the Balance."" Both these conceptions lived on until the Greeks and, partly, the pre-Islamic Arabians. Previous to Greek influences, the pre-Islamic Arabians used the name al-zubanayan, ""the Two Claws ( of the Scorpion},"" for the lunar mansion marked by ? and ? Lib. (Ind-A al-zubanayan is obviously related etymologically to Babylonian zibanutu, but the latter, also marked by ? and ? Lib, meant ""the Balance""). Our modern name is occasionally seen abbreviated as Zuben'ubi"".",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Zubeneschamali,5685,HR 5685,74785,? Lib,Zubeneschamali,Lib,"Applied in Early Modern times from its name for the Arabic Almagest period al-zubana alshamali, ""the Northern Claw (of the Scorpion)"".",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",8/21/2016
Acamar,920,* tet Eri,13847,?1 Eri,Acamar,Eri,"From its name for the Arabic Almagest period akhir al-nahr, ""the River's End"". Applied in medieval times, and reapplied in recent times",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",7/20/2016
Acrux,4739,* alf Cru,60718,? Cru,Acrux,Cru,"A modern creation (1938) that is derived from Bayer's nomenclature by combining the ""A"" from the ""alpha"" in ? Crucis and the Latin constellation name in the nominative case.",Contemporary,"MacKworth, P.H. et al. (1938) ‘The Air Almanac: Discussion on the New Form of Nautical Allowance for Rapid Position Finding’, The Geographical journal, 92(2), p.137.",7/20/2016
Acubens,3548,HR 3572,44066,? Cnc,Acubens,Cnc,"Applied with various spellings since medieval times, from the Arabic word al-zubana, ""the claw"", used in Ptolemy's Tetrabiblos in describing the stars ? and ? Cnc. Otherwise, the same Arabic word was used for the ""claws"" of Scorpius.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",7/20/2016
Adhafera,4006,HR 4031,50335,? Leo,Adhafera,Leo,"From the name for the Arabic Almagest period al-dafira, ""the Lock of Hair,"" for the Coma Berenices cluster. Wrongly applied to zeta Leonis in recent times. Yet, misapplications of terms for the ""hairy"" cluster that is called ""Coma"" to the mane of the lion can be traced back to (at least) the 17th century.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",7/20/2016
Albireo,7410,HR 7417,95947,? Cyg,Albireo,Cyg,"The formation of this name begins with Ptolemy's name for the constellation Cygnus - ?????, ""the Bird"". The Arabs transliterated this name as urnis. The Medieval Latin translator of the Arabic Almagest, in turn, did not recognize any Greek word behind urnis (or whatever Arabic corruption he may have read), so he merely transliterated it into a form which appeared int he manuscripts variously as eurisim, eirisun, eirism, etc. In a note appended to this Medieval Latin constellation name for Cygnus, one Latin commentator ventured to derive it from the name of an aromatic herb he knew: ireus. This erroneous commentary read, in brief part: ""eirisim...ab ireo"", or, ""[the constellation name] eirisim...[coming] from [the word] ireus"". Apparently in one manuscript of the Latin Almagest, the final word of this commentary, ab ireo, were written on the next line below the constellation title, where the descriptions of the stars begin. Since the first star entered in the Almagest under the constellation Cygnus is ? Cyg, the words ab ireo seem to have been confused as a name for this star. ""Arabicized"" with the insertion of the letter ""l"", ab ireo, written as ""Albireo"", was applied as a star name to ? Cyg by Early Modern times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",7/20/2016
